0 kongzi 118 425612 851234
(0.0999, 85, 5, 9, ('臣', '若', '水', '通', '曰'))
(0.086, 122, 3, 5, ('先', '生', '曰'))
(0.0698, 99, 3, 5, ('聖', '人', '之'))
(0.0493, 70, 3, 5, ('朱', '子', '曰'))
(0.0472, 67, 3, 5, ('而', '已', '矣'))
(0.0465, 66, 3, 5, ('如', '何', '曰'))
(0.0416, 59, 3, 5, ('孔', '子', '曰'))
(0.0409, 58, 3, 5, ('而', '不', '能'))
(0.0409, 58, 3, 5, ('天', '地', '之'))
(0.0409, 58, 3, 5, ('不', '足', '以'))
(0.0395, 56, 3, 5, ('而', '不', '知'))
(0.0324, 46, 3, 5, ('之', '道', '也'))
(0.0317, 45, 3, 5, ('鿡', '物', '之'))
(0.0305, 5, 26, 51, ('天', '地', '之', '常', '以', '其', '心', '普', '鿡', '物', '而', '無', '心', '聖', '人', '之', '常', '以', '其', '情', '順', '鿡', '事', '而', '無', '情'))
(0.0296, 42, 3, 5, ('公', '鿡', '年'))
(0.0289, 41, 3, 5, ('伊', '川', '曰'))
(0.0282, 40, 3, 5, ('未', '嘗', '不'))
(0.0282, 40, 3, 5, ('子', '思', '曰'))
(0.0282, 20, 6, 11, ('臣', '若', '水', '通', '曰', '此'))
(0.0268, 19, 6, 11, ('以', '上', '語', '類', '鿡', '條'))
(0.0261, 37, 3, 5, ('鿡', '行', '之'))
(0.0258, 5, 22, 43, ('自', '私', '則', '不', '能', '以', '有', '為', '為', '應', '迹', '用', '智', '則', '不', '能', '以', '明', '覺', '為', '自', '然'))
(0.0247, 35, 3, 5, ('何', '也', '曰'))
(0.0247, 35, 3, 5, ('仁', '義', '之'))
(0.0244, 26, 4, 7, ('仁', '義', '禮', '智'))
(0.024, 34, 3, 5, ('只', '是', '鿡'))
(0.024, 34, 3, 5, ('先', '王', '之'))
(0.024, 34, 3, 5, ('也', '君', '子'))
(0.0233, 33, 3, 5, ('君', '子', '之'))
(0.023, 14, 7, 13, ('鿡', '日', '鿡', '分', '日', '之', '鿡'))
(0.0226, 32, 3, 5, ('鿡', '世', '之'))
(0.0226, 32, 3, 5, ('鬼', '神', '之'))
(0.0226, 32, 3, 5, ('在', '其', '中'))
(0.0219, 31, 3, 5, ('而', '後', '有'))
(0.0211, 30, 3, 5, ('鿡', '代', '之'))
(0.0211, 30, 3, 5, ('天', '理', '之'))
(0.0211, 30, 3, 5, ('之', '事', '也'))
(0.0207, 22, 4, 7, ('天', '下', '之', '事'))
(0.0207, 22, 4, 7, ('克', '己', '復', '禮'))
(0.0204, 29, 3, 5, ('鿡', '年', '之'))
(0.0204, 29, 3, 5, ('鿡', '太', '極'))
(0.0204, 29, 3, 5, ('治', '天', '下'))
(0.0204, 29, 3, 5, ('底', '意', '思'))
(0.0204, 29, 3, 5, ('之', '謂', '也'))
(0.0204, 29, 3, 5, ('不', '知', '其'))
(0.0204, 29, 3, 5, ('不', '得', '已'))
(0.0197, 28, 3, 5, ('諸', '侯', '之'))
(0.0197, 28, 3, 5, ('聖', '賢', '之'))
(0.0197, 28, 3, 5, ('程', '子', '曰'))
(0.0197, 28, 3, 5, ('天', '地', '間'))
(0.0197, 28, 3, 5, ('不', '能', '無'))
(0.0197, 21, 4, 7, ('鿡', '年', '鿡', '月'))
(0.0197, 21, 4, 7, ('元', '亨', '利', '貞'))
(0.0197, 12, 7, 13, ('鿡', '度', '鿡', '分', '度', '之', '鿡'))
(0.0197, 6, 14, 27, ('能', '於', '怒', '時', '遽', '忘', '其', '怒', '而', '觀', '理', '之', '是', '非'))
(0.019, 27, 3, 5, ('知', '所', '以'))
(0.019, 27, 3, 5, ('然', '後', '可'))
(0.019, 27, 3, 5, ('朱', '熹', '曰'))
(0.019, 27, 3, 5, ('之', '至', '也'))
(0.0188, 20, 4, 7, ('天', '理', '人', '欲'))
(0.0188, 16, 5, 9, ('如', '何', '先', '生', '曰'))
(0.0183, 26, 3, 5, ('隂', '陽', '之'))
(0.0183, 26, 3, 5, ('自', '以', '為'))
(0.0176, 25, 3, 5, ('聖', '人', '不'))
(0.0176, 25, 3, 5, ('禮', '樂', '之'))
(0.0176, 25, 3, 5, ('是', '鿡', '箇'))
(0.0176, 25, 3, 5, ('之', '君', '子'))
(0.0169, 24, 3, 5, ('以', '至', '於'))
(0.0169, 18, 4, 7, ('不', '睹', '不', '聞'))
(0.0164, 5, 14, 27, ('形', '而', '上', '者', '謂', '之', '道', '形', '而', '下', '者', '謂', '之', '器'))
(0.0155, 22, 3, 5, ('曰', '君', '子'))
(0.0155, 22, 3, 5, ('所', '謂', '鿡'))
(0.0155, 22, 3, 5, ('孟', '子', '之'))
(0.0155, 22, 3, 5, ('則', '不', '能'))
(0.0153, 5, 13, 25, ('以', '功', '用', '謂', '之', '鬼', '神', '以', '妙', '用', '謂', '之', '神'))
(0.015, 16, 4, 7, ('形', '而', '下', '者'))
(0.015, 16, 4, 7, ('天', '地', '之', '性'))
(0.0148, 21, 3, 5, ('子', '之', '言'))
(0.0141, 15, 4, 7, ('臣', '良', '勝', '曰'))
(0.0141, 15, 4, 7, ('明', '道', '先', '生'))
1 leishu 118 425562 851144
(0.1175, 125, 4, 7, ('之', '屬', '皆', '从'))
(0.0846, 90, 4, 7, ('鿡', '年', '鿡', '月'))
(0.0754, 107, 3, 5, ('切', '讠', '鿡'))
(0.0719, 102, 3, 5, ('州', '刺', '史'))
(0.0585, 83, 3, 5, ('後', '漢', '書'))
(0.055, 78, 3, 5, ('大', '將', '軍'))
(0.031, 33, 4, 7, ('參', '知', '政', '事'))
(0.0294, 1, 125, 249, ('正', '鿡', '品', '米', '鿡', '石', '錢', '鿡', '從', '鿡', '品', '鿡', '石', '正', '鿡', '品', '米', '鿡', '石', '錢', '鿡', '從', '鿡', '品', '米', '鿡', '石', '正', '鿡', '品', '米', '鿡', '石', '錢', '鿡', '從', '鿡', '品', '米', '鿡', '石', '正', '鿡', '品', '米', '鿡', '石', '錢', '鿡', '從', '鿡', '品', '米', '鿡', '石', '正', '鿡', '品', '米', '鿡', '石', '錢', '鿡', '從', '鿡', '品', '米', '鿡', '石', '正', '鿡', '品', '米', '鿡', '石', '錢', '鿡', '從', '鿡', '品', '米', '鿡', '石', '正', '鿡', '品', '米', '鿡', '石', '錢', '鿡', '從', '鿡', '品', '米', '鿡', '石', '正', '鿡', '品', '米', '鿡', '石', '錢', '鿡', '從', '鿡', '品', '米', '鿡', '石', '正', '鿡', '品', '米', '鿡', '石', '錢', '鿡', '從', '鿡', '品', '米', '鿡', '石'))
(0.0268, 38, 3, 5, ('鿡', '人', '掌'))
(0.0268, 38, 3, 5, ('舉', '進', '士'))
(0.0268, 38, 3, 5, ('天', '地', '之'))
(0.0263, 28, 4, 7, ('東', '觀', '漢', '記'))
(0.0258, 1, 110, 219, ('讠', '水', '讠', '火', '讠', '木', '讠', '金', '讠', '土', '讠', '水', '讠', '火', '讠', '木', '讠', '金', '讠', '土', '讠', '火', '讠', '木', '讠', '金', '讠', '土', '讠', '水', '讠', '火', '讠', '木', '讠', '金', '讠', '土', '讠', '水', '讠', '木', '讠', '金', '讠', '土', '讠', '水', '讠', '火', '讠', '木', '讠', '金', '讠', '土', '讠', '水', '讠', '火', '讠', '金', '讠', '土', '讠', '水', '讠', '火', '讠', '木', '讠', '金', '讠', '土', '讠', '水', '讠', '火', '讠', '木', '讠', '土', '讠', '水', '讠', '火', '讠', '木', '讠', '金', '讠', '土', '讠', '水', '讠', '火', '讠', '木', '讠', '金', '讠', '水', '讠', '火', '讠', '木', '讠', '金', '讠', '土'))
(0.0254, 36, 3, 5, ('節', '度', '使'))
(0.0254, 36, 3, 5, ('皇', '太', '子'))
(0.0254, 27, 4, 7, ('元', '年', '鿡', '月'))
